id,game,category,item,irt
210,3,animals,chicken,
210,3,animals,bear,
210,3,animals,polar bear,
210,3,animals,rabbit,
210,3,animals,fish,
210,3,animals,turtle,
210,3,animals,possum,
210,3,animals,raccoon,
210,3,animals,squirrel,
210,3,animals,robin,
210,3,animals,blue jay,
210,3,animals,snake,
210,3,animals,road runner,
210,3,animals,whale,
210,3,animals,elephant,
210,3,animals,giraffe,
210,3,animals,tiger,
210,3,animals,lion,
210,3,animals,hippopotamus,
210,3,animals,chimpanzee,
210,3,animals,gorilla,
210,3,animals,deer,
210,3,animals,elk,
210,4,animals,dog,
210,4,animals,bear,
210,4,animals,cat,
210,4,animals,raccoon,
210,4,animals,fish,
210,4,animals,polar bear,
210,4,animals,penguin,
210,4,animals,catfish,
210,4,animals,lion,
210,4,animals,giraffe,
210,4,animals,hippopotamus,
210,4,animals,elephant,
210,4,animals,elk,
210,4,animals,moose,
210,4,animals,rabbit,
210,4,animals,squirrel,
210,4,animals,chipmunk,
210,4,animals,toad,
210,4,animals,snake,
210,4,animals,lizard,
210,4,animals,crow,
210,4,animals,tortoise,
210,4,animals,alligator,
210,4,animals,crocodile,
210,4,animals,baboon,
210,4,animals,chimpanzee,
210,5,animals,cat,
210,5,animals,dog,
210,5,animals,frog,
210,5,animals,fish,
210,5,animals,giraffe,
210,5,animals,lion,
210,5,animals,squirrel,
210,5,animals,wolf,
210,5,animals,bear,
210,5,animals,deer,
210,5,animals,elephant,
210,5,animals,tiger,
210,5,animals,panther,
210,5,animals,seagull,
210,5,animals,pigeon,
210,5,animals,snake,
210,5,animals,lizard,
210,5,animals,porcupine,
210,5,animals,badger,
210,5,animals,beaver,
210,5,animals,tortoise,
210,5,animals,panda,
210,5,animals,parakeet,
210,5,animals,ground hog,
210,5,animals,road runner,
210,5,animals,lynx,
213,3,animals,elephant,
213,3,animals,giraffe,
213,3,animals,lion,
213,3,animals,tiger,
213,3,animals,bear,
213,3,animals,cow,
213,3,animals,horse,
213,3,animals,mule,
213,3,animals,sheep,
213,3,animals,chicken,
213,3,animals,deer,
213,3,animals,rabbit,
213,3,animals,hedgehog,
213,3,animals,hippopotamus,
213,3,animals,rhinoceros,
213,3,animals,pig,
213,3,animals,horse,
213,3,animals,dog,
213,3,animals,cat,
213,3,animals,elk,
213,3,animals,deer,
213,3,animals,goat,
213,4,animals,dog,
213,4,animals,cat,
213,4,animals,bird,
213,4,animals,elephant,
213,4,animals,lion,
213,4,animals,horse,
213,4,animals,cow,
213,4,animals,pig,
213,4,animals,sheep,
213,4,animals,donkey,
213,4,animals,giraffe,
213,4,animals,zebra,
213,4,animals,kangaroo,
213,4,animals,platypus,
213,4,animals,hedgehog,
213,4,animals,aardvark,
213,4,animals,tiger,
213,4,animals,antelope,
213,4,animals,elk,
213,4,animals,moose,
213,4,animals,fox,
213,5,animals,horse,
213,5,animals,cow,
213,5,animals,goat,
213,5,animals,sheep,
213,5,animals,dog,
213,5,animals,cat,
213,5,animals,chicken,
213,5,animals,camel,
213,5,animals,elephant,
213,5,animals,donkey,
213,5,animals,zebra,
213,5,animals,tiger,
213,5,animals,lion,
213,5,animals,possum,
213,5,animals,raccoon,
213,5,animals,deer,
213,5,animals,koala,
213,5,animals,kangaroo,
213,5,animals,gorilla,
213,5,animals,monkey,
213,5,animals,orangutan,
213,5,animals,platypus,
213,5,animals,giraffe,
213,5,animals,hippopotamus,
217,3,animals,antelope,
217,3,animals,aardvark,
217,3,animals,ant,
217,3,animals,bat,
217,3,animals,baboon,
217,3,animals,bird,
217,3,animals,bear,
217,3,animals,cat,
217,3,animals,cow,
217,3,animals,dog,
217,3,animals,dolphin,
217,3,animals,elephant,
217,3,animals,eagle,
217,3,animals,egret,
217,3,animals,fish,
217,3,animals,giraffe,
217,3,animals,hippopotamus,
217,3,animals,cat,
217,3,animals,lamb,
217,3,animals,llama,
217,3,animals,monkey,
217,3,animals,ocelot,
217,3,animals,penguin,
217,4,animals,dog,
217,4,animals,cat,
217,4,animals,horse,
217,4,animals,mule,
217,4,animals,zebra,
217,4,animals,hippopotamus,
217,4,animals,giraffe,
217,4,animals,llama,
217,4,animals,donkey,
217,4,animals,ox,
217,4,animals,tiger,
217,4,animals,lion,
217,4,animals,chimpanzee,
217,4,animals,aardvark,
217,4,animals,snail,
217,4,animals,rat,
217,4,animals,mouse,
217,4,animals,deer,
217,4,animals,raccoon,
217,4,animals,skunk,
217,4,animals,woodchuck,
217,5,animals,ant,
217,5,animals,aardvark,
217,5,animals,antelope,
217,5,animals,turtle,
217,5,animals,cat,
217,5,animals,dog,
217,5,animals,fish,
217,5,animals,giraffe,
217,5,animals,hippopotamus,
217,5,animals,kangaroo,
217,5,animals,llama,
217,5,animals,lamb,
217,5,animals,octopus,
217,5,animals,camel,
217,5,animals,dromedary,
217,5,animals,elephant,
217,5,animals,leopard,
217,5,animals,tiger,
217,5,animals,zebra,
217,5,animals,yak,
217,5,animals,buffalo,
218,3,animals,elephant,
218,3,animals,tiger,
218,3,animals,lion,
218,3,animals,thomson's gazelle,
218,3,animals,grant's gazelle,
218,3,animals,pig,
218,3,animals,duck,
218,3,animals,goose,
218,3,animals,cow,
218,3,animals,chicken,
218,3,animals,snake,
218,3,animals,bird,
218,3,animals,eagle,
218,3,animals,crane,
218,3,animals,dolphin,
218,3,animals,whale,
218,3,animals,shark,
218,3,animals,hyena,
218,3,animals,+,
218,3,animals,monkey,
218,3,animals,ape,
218,3,animals,gorilla,
218,3,animals,crocodile,
218,3,animals,alligator,
218,3,animals,ostrich,
218,3,animals,kangaroo,
218,3,animals,mouse,
218,3,animals,rat,
218,3,animals,raccoon,
218,3,animals,beaver,
218,3,animals,badger,
218,3,animals,porcupine,
218,3,animals,skunk,
218,4,animals,fox,
218,4,animals,wolf,
218,4,animals,deer,
218,4,animals,mouse,
218,4,animals,deer mouse,
218,4,animals,chicken,
218,4,animals,duck,
218,4,animals,cow,
218,4,animals,horse,
218,4,animals,pheasant,
218,4,animals,goose,
218,4,animals,tiger,
218,4,animals,lion,
218,4,animals,anteater,
218,4,animals,elephant,
218,4,animals,chimpanzee,
218,4,animals,baboon,
218,4,animals,leopard,
218,4,animals,rabbit,
218,4,animals,squirrel,
218,4,animals,lemming,
218,4,animals,owl,
218,4,animals,blue jay,
218,4,animals,blue bird,
218,4,animals,robin,
218,4,animals,finch,
218,4,animals,ostrich,
218,4,animals,penguin,
218,4,animals,partridge,
218,4,animals,macaw,
218,4,animals,donkey,
218,5,animals,zebra,
218,5,animals,giraffe,
218,5,animals,hyena,
218,5,animals,lion,
218,5,animals,elephant,
218,5,animals,jaguar,
218,5,animals,cat,
218,5,animals,dog,
218,5,animals,horse,
218,5,animals,pig,
218,5,animals,chicken,
218,5,animals,worm,
218,5,animals,whale,
218,5,animals,tuna,
218,5,animals,salmon,
218,5,animals,fox,
218,5,animals,coyote,
218,5,animals,bobcat,
218,5,animals,mountain lion,
218,5,animals,cheetah,
218,5,animals,penguin,
218,5,animals,owl,
218,5,animals,hawk,
218,5,animals,eagle,
218,5,animals,sparrow,
218,5,animals,finch,
218,5,animals,blue bird,
218,5,animals,woodpecker,
218,5,animals,cardinal,
218,5,animals,spider,
218,5,animals,ant,
218,5,animals,mosquito,
218,5,animals,chigger,
219,3,animals,cat,
219,3,animals,dog,
219,3,animals,bird,
219,3,animals,lion,
219,3,animals,tiger,
219,3,animals,puma,
219,3,animals,wolf,
219,3,animals,deer,
219,3,animals,antelope,
219,3,animals,mouse,
219,3,animals,rat,
219,3,animals,bird,
219,3,animals,finch,
219,3,animals,robin,
219,3,animals,crow,
219,3,animals,hawk,
219,3,animals,eagle,
219,3,animals,elephant,
219,3,animals,rhinoceros,
219,3,animals,giraffe,
219,3,animals,turtle,
219,3,animals,lizard,
219,3,animals,fish,
219,3,animals,whale,
219,3,animals,dolphin,
219,3,animals,shark,
219,3,animals,clam,
219,3,animals,starfish,
219,4,animals,cat,
219,4,animals,dog,
219,4,animals,horse,
219,4,animals,cow,
219,4,animals,bird,
